event_id,event_date,status,home,away,venue,location
401749373,2025-03-30T16:50Z,Final,Notre Dame,Florida St,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401751041,2025-03-30T17:00Z,Final,Nebraska,Oregon St,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401748983,2025-03-30T18:00Z,Final,Alabama,Oklahoma,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401762107,2025-03-30T20:35Z,Final,Southern Miss,South Alabama,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401749385,2025-03-30T21:00Z,Final,Wake Forest,Virginia Tech,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401762080,2025-03-30T17:00Z,Final,New Mexico St,Dallas Baptist,Presley Askew Field,"Las Cruces, New Mexico"
401749379,2025-03-30T16:00Z,Final,Louisville,California,Jim Patterson Stadium,"Louisville, Kentucky"
401762137,2025-03-30T20:00Z,Final,UC Irvine,UC Riverside,Cicerone Field at Anteater Ballpark,"Irvine, California"
401749381,2025-03-30T16:00Z,Final,North Carolina,Miami,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401757443,2025-03-30T17:00Z,Final,Troy,Marshall,Riddle-Pace Field,"Troy, Alabama"
401749594,2025-03-30T19:00Z,Final,Arizona,Baylor,Hi Corbett Field,"Tucson, Arizona"
401749817,2025-03-30T16:00Z,Final,Purdue,UCLA,Alexander Field,"West Lafayette, Indiana"
401749821,2025-03-30T16:00Z,Final,Rutgers,Washington,Bainton Field,"Piscataway, New Jersey"
401749595,2025-03-30T16:00Z,Final,Cincinnati,UCF,UC Baseball Stadium,"Cincinnati, Ohio"
401749377,2025-03-30T16:00Z,Final,Boston College,Pitt,Eddie Pellagrini Baseball Diamond,"Brighton, Massachusetts"
401749819,2025-03-30T17:00Z,Final,Michigan,Penn State,Ray Fisher Stadium,"Ann Arbor, Michigan"
401749818,2025-03-30T17:00Z,Final,Maryland,Northwestern,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401749382,2025-03-30T17:00Z,Final,Duke,NC State,Jack Coombs Field,"Durham, North Carolina"
401749598,2025-03-30T18:00Z,Final,Houston,TCU,Darryl & Lori Schroeder Park,"Houston, Texas"
401749597,2025-03-30T18:00Z,Final,Kansas St,Texas Tech,Tointon Family Stadium,"Manhattan, Kansas"
401749596,2025-03-30T18:00Z,Final,Kansas,Oklahoma St,Hoglund Ballpark,"Lawrence, Kansas"
401748987,2025-03-30T18:00Z,Final,Texas A&M,Kentucky,Olsen Field at Blue Bell Park,"College Station, Texas"
401749593,2025-03-30T19:00Z,Final,Utah,Arizona St,Smith's Ballpark,"Salt Lake City, Utah"
401749994,2025-04-01T22:00Z,Final,Tennessee,Tennessee Tech,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401746193,2025-04-01T23:00Z,Final,Arkansas,Grambling,Dickey-Stephens Park,"North Little Rock, Arkansas"
401748415,2025-04-01T19:00Z,Final,Georgia,Queens,Foley Field,"Athens, Georgia"
401750328,2025-04-01T22:00Z,Final,Florida St,Jacksonville,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401750018,2025-04-01T23:30Z,Final,Texas,Texas St,UFCU Disch-Falk Field,"Austin, Texas"
401750281,2025-04-01T22:30Z,Final,GA Southern,Clemson,SRP Park,"North Augusta, South Carolina"
401750069,2025-04-01T23:30Z,Final,LSU,Louisiana Tech,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401746168,2025-04-01T23:00Z,Final,Alabama,Samford,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401748566,2025-04-01T21:00Z,Final,Ole Miss,Jackson St,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401748542,2025-04-01T23:30Z,Final,Texas Tech,Oklahoma,,
401763670,2025-04-02T01:00Z,Final,UC Irvine,San Diego,Cicerone Field at Anteater Ballpark,"Irvine, California"
401763659,2025-04-01T23:00Z,Final,Southern Miss,Tulane,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401751144,2025-04-02T01:00Z,Final,UCLA,Pepperdine,Jackie Robinson Stadium,"Los Angeles, California"
401746218,2025-04-01T23:00Z,Final,Auburn,UAB,Plainsman Park,"Auburn, Alabama"
401763664,2025-04-01T23:05Z,Final,Dallas Baptist,UT Arlington,Horner Ballpark,"Dallas, Texas"
401750375,2025-04-01T22:00Z,Final,Indiana,Louisville,Bart Kaufman Field,"Bloomington, Indiana"
401750440,2025-04-01T22:00Z,Final,North Carolina,Gardner-Webb,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401763649,2025-04-01T22:00Z,Final,Coastal,Campbell,Springs Brooks Stadium,"Conway, South Carolina"
401750115,2025-04-01T23:00Z,Final,Vanderbilt,Western KY,Hawkins Field,"Nashville, Tennessee"
401750623,2025-04-02T01:30Z,Final,Arizona St,Fullerton,Phoenix Municipal Stadium,"Phoenix, Arizona"
401750351,2025-04-02T00:00Z,Final,Georgia Tech,Mercer,Mac Nease Baseball Park,"Atlanta, Georgia"
401751183,2025-04-01T16:00Z,Final,St John's,Washington,Jack Kaiser Stadium,"Queens, New York"
401750552,2025-04-01T17:00Z,Final,Virginia Tech,Radford,English Field at Atlantic Union Bank Park,"Blacksburg, Virginia"
401750231,2025-04-01T18:30Z,Final,Northeastern,Boston College,Friedman Diamond,"Brookline, Massachusetts"
401750691,2025-04-01T19:00Z,Final,Miami OH,Cincinnati,McKie Field at Hayden Park,"Oxford, Ohio"
401751042,2025-04-01T19:30Z,Final,Nebraska,Creighton,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401750981,2025-04-01T20:00Z,Final,E Michigan,Michigan,Oestrike Stadium,"Ypsilanti, Michigan"
401750965,2025-04-01T20:00Z,Final,Maryland,UMBC,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401750461,2025-04-01T21:00Z,Final,Notre Dame,W Michigan,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401751103,2025-04-01T21:30Z,Final,Penn State,Bucknell,Medlar Field at Lubrano Park,"University Park, Pennsylvania"
401751918,2025-04-01T22:00Z,Final,Purdue,N Illinois,Alexander Field,"West Lafayette, Indiana"
401751129,2025-04-01T22:00Z,Final,Rutgers,Hofstra,Bainton Field,"Piscataway, New Jersey"
401751057,2025-04-01T22:00Z,Final,UIC,Northwestern,Les Miller Field at Curtis Granderson Stadium,"Chicago, Illinois"
401750882,2025-04-01T22:00Z,Final,Ohio State,West Virginia,Nick Swisher Field at Bill Davis Stadium,"Columbus, Ohio"
401750837,2025-04-01T22:00Z,Final,UCF,Stetson,John Euliano Park,"Orlando, Florida"
401750528,2025-04-01T22:00Z,Final,Virginia,Old Dominion,Davenport Field at Disharoon Park,"Charlottesville, Virginia"
401750419,2025-04-01T22:00Z,Final,NC State,UNC Greensboro,Doak Field at Dail Park,"Raleigh, North Carolina"
401750302,2025-04-01T22:00Z,Final,Duke,Davidson,Jack Coombs Field,"Durham, North Carolina"
401748390,2025-04-01T22:30Z,Final,Florida,North Florida,Condron Family Ballpark,"Gainesville, Florida"
401748597,2025-04-01T23:00Z,Final,South Carolina,Presbyterian,Founders Park,"Columbia, South Carolina"
401750942,2025-04-01T23:00Z,Final,Bradley,Iowa,Dozer Park,"Peoria, Illinois"
401750903,2025-04-01T23:00Z,Final,Illinois,Illinois St,Illinois Field,"Champaign, Illinois"
401750799,2025-04-01T23:00Z,Final,TCU,UTSA,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401750646,2025-04-01T23:00Z,Final,Oral Roberts,BYU,J. L. Johnson Stadium,"Tulsa, Oklahoma"
401750578,2025-04-01T23:00Z,Final,Wake Forest,High Point,Atrium Health Park,"Kannapolis, North Carolina"
401750043,2025-04-01T23:00Z,Final,Texas A&M,Incarnate Word,Olsen Field at Blue Bell Park,"College Station, Texas"
401748505,2025-04-01T23:00Z,Final,Missouri,AR-Pine Bluff,Taylor Stadium,"Columbia, Missouri"
401748462,2025-04-01T23:00Z,Final,Memphis,Mississippi St,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401750778,2025-04-01T23:30Z,Final,Missouri St,Oklahoma St,Hammons Field,"Springfield, Missouri"
401750670,2025-04-01T23:30Z,Final,Baylor,Hou Christian,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401751166,2025-04-02T01:00Z,Final,USC,San Diego St,Great Park,"Irvine, California"
401750599,2025-04-02T01:00Z,Final,Grand Canyon,Arizona,Brazell Field at GCU Ballpark,"Phoenix, Arizona"
401750255,2025-04-02T01:00Z,Final,Sacramento St,California,John Smith Field,"Sacramento, California"
401750506,2025-04-02T01:05Z,Final,Stanford,Santa Clara,Klein Field at Sunken Diamond,"Stanford, California"
401750862,2025-04-01T22:00Z,Canceled,Utah,Utah Tech,Smith's Ballpark,"Salt Lake City, Utah"
401751080,2025-04-03T00:00Z,Final,Portland,Oregon,Joe Etzel Field,"Portland, Oregon"
401757448,2025-04-02T17:00Z,Final,Troy,Florida A&M,Riddle-Pace Field,"Troy, Alabama"
401750757,2025-04-02T23:00Z,Final,Wichita St,Kansas St,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401750232,2025-04-02T20:00Z,Final,Boston College,Rhode Island,Eddie Pellagrini Baseball Diamond,"Brighton, Massachusetts"
401750396,2025-04-02T22:00Z,Final,Miami,FIU,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401750487,2025-04-02T22:30Z,Final,West Virginia,Pitt,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401762440,2025-04-02T23:00Z,Final,Omaha,Nebraska,Tal Anderson Field,"Omaha, Nebraska"
401750737,2025-04-02T23:00Z,Final,Kansas,S Dakota St,Hoglund Ballpark,"Lawrence, Kansas"
401750713,2025-04-02T23:30Z,Final,Houston,Texas A&M-CC,Darryl & Lori Schroeder Park,"Houston, Texas"
401748506,2025-04-03T00:00Z,Final,Missouri,AR-Pine Bluff,Taylor Stadium,"Columbia, Missouri"
401750456,2025-04-02T21:00Z,Postponed,Notre Dame,E Michigan,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401751007,2025-04-02T22:05Z,Canceled,Michigan St,Bowling Green,Jeff Ishbia Field at McLane Stadium,"East Lansing, Michigan"
401749012,2025-04-03T23:00Z,Final,Oklahoma,LSU,Kimrey Family Stadium,"Norman, Oklahoma"
401749386,2025-04-03T23:00Z,Final,North Carolina,Duke,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401749601,2025-04-03T20:00Z,Final,TCU,BYU,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401749599,2025-04-03T23:45Z,Final,TCU,BYU,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401748998,2025-04-04T23:00Z,Final,Tennessee,Texas A&M,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401748994,2025-04-04T23:30Z,Final,Texas,Georgia,UFCU Disch-Falk Field,"Austin, Texas"
401749391,2025-04-05T00:00Z,Final,Florida St,Wake Forest,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401749392,2025-04-05T01:00Z,Final,California,Clemson,Stu Gordon Stadium,"Berkeley, California"
401748996,2025-04-04T23:30Z,Final,Oklahoma,LSU,Kimrey Family Stadium,"Norman, Oklahoma"
401748991,2025-04-04T23:00Z,Final,Auburn,Alabama,Plainsman Park,"Auburn, Alabama"
401749011,2025-04-04T19:00Z,Final,Kentucky,Ole Miss,Kentucky Proud Park,"Lexington, Kentucky"
401748995,2025-04-04T23:35Z,Final,Kentucky,Ole Miss,Kentucky Proud Park,"Lexington, Kentucky"
401751751,2025-04-05T00:35Z,Final,Oregon St,UC Irvine,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401755621,2025-04-04T22:00Z,Final,Marshall,Southern Miss,Jack Cook Field,"Huntington, West Virginia"
401751145,2025-04-05T01:00Z,Final,UCLA,San Diego,Jackie Robinson Stadium,"Los Angeles, California"
401749827,2025-04-05T00:05Z,Final,Oregon,Michigan,PK Park,"Eugene, Oregon"
401763713,2025-04-04T23:00Z,Final,Dallas Baptist,Western KY,Horner Ballpark,"Dallas, Texas"
401749409,2025-04-04T19:15Z,Final,Louisville,Boston College,Jim Patterson Stadium,"Louisville, Kentucky"
401749394,2025-04-05T00:05Z,Final,Louisville,Boston College,Jim Patterson Stadium,"Louisville, Kentucky"
401749389,2025-04-04T22:00Z,Final,North Carolina,Duke,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401763721,2025-04-04T22:00Z,Final,Old Dominion,Troy,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401763720,2025-04-04T22:00Z,Final,Coastal,Arkansas St,Springs Brooks Stadium,"Conway, South Carolina"
401749605,2025-04-04T23:00Z,Final,Oklahoma St,Kansas St,O'Brate Stadium,"Stillwater, Oklahoma"
401748993,2025-04-04T22:30Z,Final,Florida,Vanderbilt,Condron Family Ballpark,"Gainesville, Florida"
401749600,2025-04-05T01:30Z,Final,Arizona St,Arizona,Phoenix Municipal Stadium,"Phoenix, Arizona"
401749393,2025-04-05T01:00Z,Final,Stanford,Georgia Tech,Klein Field at Sunken Diamond,"Stanford, California"
401749387,2025-04-04T17:00Z,Final,Pitt,Miami,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401750195,2025-04-04T19:00Z,Final,Northwestern,Iowa,Rocky and Berenice Miller Park,"Evanston, Illinois"
401749602,2025-04-04T19:00Z,Final,Texas Tech,Cincinnati,Dan Law Field at Rip Griffin Park,"Lubbock, Texas"
401749825,2025-04-04T20:00Z,Final,Minnesota,Penn State,Siebert Field,"Minneapolis, Minnesota"
401749388,2025-04-04T20:30Z,Final,Notre Dame,Virginia Tech,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401749398,2025-04-04T20:55Z,Final,Pitt,Miami,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401749604,2025-04-04T22:00Z,Final,UCF,Kansas,John Euliano Park,"Orlando, Florida"
401749390,2025-04-04T22:00Z,Final,NC State,Virginia,Doak Field at Dail Park,"Raleigh, North Carolina"
401749606,2025-04-04T22:30Z,Final,West Virginia,Utah,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401749608,2025-04-04T23:00Z,Final,TCU,BYU,Charlie and Marie Lupton Baseball Stadium at Williams-Reilly Field,"Fort Worth, Texas"
401748997,2025-04-04T23:00Z,Final,Mississippi St,South Carolina,Dudy Noble Field,"Starkville, Mississippi"
401749826,2025-04-04T23:05Z,Final,Nebraska,Rutgers,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401749603,2025-04-04T23:30Z,Final,Baylor,Houston,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401749830,2025-04-05T01:30Z,Final,USC,Ohio State,Great Park,"Irvine, California"
401749828,2025-04-05T02:05Z,Final,Washington,Purdue,Husky Ballpark,"Seattle, Washington"
401749829,2025-04-04T18:00Z,Canceled,Illinois,Maryland,Illinois Field,"Champaign, Illinois"
401748992,2025-04-05T00:00Z,Postponed,Arkansas,Missouri,Baum-Walker Stadium,"Fayetteville, Arkansas"
401749006,2025-04-05T19:00Z,Final,Tennessee,Texas A&M,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401749014,2025-04-05T23:00Z,Final,Tennessee,Texas A&M,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401749000,2025-04-05T21:00Z,Final,Arkansas,Missouri,Baum-Walker Stadium,"Fayetteville, Arkansas"
401749002,2025-04-05T19:00Z,Final,Texas,Georgia,UFCU Disch-Falk Field,"Austin, Texas"
401749397,2025-04-05T20:00Z,Final,Florida St,Wake Forest,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401749400,2025-04-05T21:00Z,Final,California,Clemson,Stu Gordon Stadium,"Berkeley, California"
401749004,2025-04-05T19:00Z,Final,Oklahoma,LSU,Kimrey Family Stadium,"Norman, Oklahoma"
401749007,2025-04-05T19:00Z,Final,Auburn,Alabama,Plainsman Park,"Auburn, Alabama"
401748999,2025-04-06T00:00Z,Final,Auburn,Alabama,Plainsman Park,"Auburn, Alabama"
401749003,2025-04-05T19:00Z,Final,Kentucky,Ole Miss,Kentucky Proud Park,"Lexington, Kentucky"
401751752,2025-04-05T20:35Z,Final,Oregon St,UC Irvine,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401755703,2025-04-05T16:00Z,Final,Marshall,Southern Miss,Jack Cook Field,"Huntington, West Virginia"
401755697,2025-04-05T20:00Z,Final,Marshall,Southern Miss,Jack Cook Field,"Huntington, West Virginia"
401751146,2025-04-05T21:00Z,Final,UCLA,San Diego,Jackie Robinson Stadium,"Los Angeles, California"
401749834,2025-04-05T21:05Z,Final,Oregon,Michigan,PK Park,"Eugene, Oregon"
401763813,2025-04-05T20:00Z,Final,Dallas Baptist,Western KY,Horner Ballpark,"Dallas, Texas"
401749395,2025-04-05T18:00Z,Final,North Carolina,Duke,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401763824,2025-04-05T19:00Z,Final,Old Dominion,Troy,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401763807,2025-04-05T18:00Z,Final,Coastal,Arkansas St,Springs Brooks Stadium,"Conway, South Carolina"
401749001,2025-04-05T17:00Z,Final,Florida,Vanderbilt,Condron Family Ballpark,"Gainesville, Florida"
401749607,2025-04-06T01:30Z,Final,Arizona St,Arizona,Phoenix Municipal Stadium,"Phoenix, Arizona"
401749401,2025-04-05T21:00Z,Final,Stanford,Georgia Tech,Klein Field at Sunken Diamond,"Stanford, California"
401749836,2025-04-05T14:00Z,Final,Illinois,Maryland,Illinois Field,"Champaign, Illinois"
401749613,2025-04-05T17:00Z,Final,West Virginia,Utah,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401749005,2025-04-05T17:00Z,Final,Mississippi St,South Carolina,Dudy Noble Field,"Starkville, Mississippi"
401750196,2025-04-05T18:00Z,Final,Northwestern,Iowa,Rocky and Berenice Miller Park,"Evanston, Illinois"
401749396,2025-04-05T18:00Z,Final,Notre Dame,Virginia Tech,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401749832,2025-04-05T19:00Z,Final,Nebraska,Rutgers,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401749610,2025-04-05T19:00Z,Final,Baylor,Houston,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401749399,2025-04-05T19:00Z,Final,NC State,Virginia,Doak Field at Dail Park,"Raleigh, North Carolina"
401749833,2025-04-05T20:00Z,Final,Minnesota,Penn State,Siebert Field,"Minneapolis, Minnesota"
401749837,2025-04-05T21:00Z,Final,USC,Ohio State,Great Park,"Irvine, California"
401749619,2025-04-05T21:00Z,Final,West Virginia,Utah,Wagener Field at Monongalia County Ballpark,"Morgantown, West Virginia"
401749611,2025-04-05T22:00Z,Final,UCF,Kansas,John Euliano Park,"Orlando, Florida"
401757138,2025-04-05T22:30Z,Final,High Point,SC Upstate,Williard Stadium,"High Point, North Carolina"
401766619,2025-04-06T00:00Z,Final,Illinois,Maryland,Illinois Field,"Champaign, Illinois"
401749835,2025-04-06T02:05Z,Final,Washington,Purdue,Husky Ballpark,"Seattle, Washington"
401749008,2025-04-06T18:00Z,Final,Arkansas,Missouri,Baum-Walker Stadium,"Fayetteville, Arkansas"
401766561,2025-04-06T21:30Z,Final,Arkansas,Missouri,Baum-Walker Stadium,"Fayetteville, Arkansas"
401749010,2025-04-06T18:00Z,Final,Texas,Georgia,UFCU Disch-Falk Field,"Austin, Texas"
401749406,2025-04-06T17:00Z,Final,Florida St,Wake Forest,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401749407,2025-04-06T20:00Z,Final,California,Clemson,Stu Gordon Stadium,"Berkeley, California"
401751753,2025-04-06T19:05Z,Final,Oregon St,UC Irvine,Goss Stadium at Coleman Field,"Corvallis, Oregon"
401751147,2025-04-06T20:00Z,Final,UCLA,San Diego,Jackie Robinson Stadium,"Los Angeles, California"
401749843,2025-04-06T19:05Z,Final,Oregon,Michigan,PK Park,"Eugene, Oregon"
401763977,2025-04-06T18:00Z,Final,Dallas Baptist,Western KY,Horner Ballpark,"Dallas, Texas"
401749402,2025-04-06T15:00Z,Final,Louisville,Boston College,Jim Patterson Stadium,"Louisville, Kentucky"
401763917,2025-04-06T17:00Z,Final,Old Dominion,Troy,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401763909,2025-04-06T17:00Z,Final,Coastal,Arkansas St,Springs Brooks Stadium,"Conway, South Carolina"
401749618,2025-04-06T18:00Z,Final,Oklahoma St,Kansas St,O'Brate Stadium,"Stillwater, Oklahoma"
401749612,2025-04-06T21:30Z,Final,Oklahoma St,Kansas St,O'Brate Stadium,"Stillwater, Oklahoma"
401749009,2025-04-06T16:00Z,Final,Florida,Vanderbilt,Condron Family Ballpark,"Gainesville, Florida"
401749614,2025-04-07T00:00Z,Final,Arizona St,Arizona,Phoenix Municipal Stadium,"Phoenix, Arizona"
401749408,2025-04-06T20:00Z,Final,Stanford,Georgia Tech,Klein Field at Sunken Diamond,"Stanford, California"
401749609,2025-04-06T16:00Z,Final,Texas Tech,Cincinnati,Dan Law Field at Rip Griffin Park,"Lubbock, Texas"
401749405,2025-04-06T16:00Z,Final,Notre Dame,Virginia Tech,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401749839,2025-04-06T17:00Z,Final,Nebraska,Rutgers,Hawks Field At Haymarket Park,"Lincoln, Nebraska"
401749838,2025-04-06T17:00Z,Final,Indiana,Michigan St,Bart Kaufman Field,"Bloomington, Indiana"
401749617,2025-04-06T17:00Z,Final,UCF,Kansas,John Euliano Park,"Orlando, Florida"
401749403,2025-04-06T17:00Z,Final,Pitt,Miami,Charles L. Cost Field,"Pittsburgh, Pennsylvania"
401750197,2025-04-06T18:00Z,Final,Northwestern,Iowa,Rocky and Berenice Miller Park,"Evanston, Illinois"
401749842,2025-04-06T18:00Z,Final,Illinois,Maryland,Illinois Field,"Champaign, Illinois"
401749841,2025-04-06T18:00Z,Final,Washington,Purdue,Husky Ballpark,"Seattle, Washington"
401749840,2025-04-06T18:00Z,Final,Minnesota,Penn State,Siebert Field,"Minneapolis, Minnesota"
401749616,2025-04-06T18:00Z,Final,Baylor,Houston,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401749013,2025-04-06T18:00Z,Final,Mississippi St,South Carolina,Dudy Noble Field,"Starkville, Mississippi"
401749404,2025-04-06T19:00Z,Final,NC State,Virginia,Doak Field at Dail Park,"Raleigh, North Carolina"
401749615,2025-04-06T19:25Z,Final,Texas Tech,Cincinnati,Dan Law Field at Rip Griffin Park,"Lubbock, Texas"
401749844,2025-04-06T20:00Z,Final,USC,Ohio State,Great Park,"Irvine, California"
401749831,2025-04-07T16:00Z,Final,Indiana,Michigan St,Bart Kaufman Field,"Bloomington, Indiana"
401749824,2025-04-07T20:00Z,Final,Indiana,Michigan St,Bart Kaufman Field,"Bloomington, Indiana"
401762151,2025-04-08T01:00Z,Final,California,Pacific,Stu Gordon Stadium,"Berkeley, California"
401750507,2025-04-08T01:00Z,Final,Stanford,UC Davis,Klein Field at Sunken Diamond,"Stanford, California"
401746194,2025-04-08T23:00Z,Final,Arkansas,Arkansas St,Baum-Walker Stadium,"Fayetteville, Arkansas"
401750019,2025-04-08T23:30Z,Final,Texas,Hou Christian,UFCU Disch-Falk Field,"Austin, Texas"
401750070,2025-04-08T23:30Z,Final,Nicholls,LSU,Ben Meyer Diamond at Ray E. Didier Field,"Thibodaux, Louisiana"
401749995,2025-04-08T22:00Z,Final,Tennessee,Alabama St,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401748567,2025-04-08T23:00Z,Final,Memphis,Ole Miss,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401748416,2025-04-08T19:00Z,Final,Georgia,Presbyterian,Foley Field,"Athens, Georgia"
401751754,2025-04-09T00:35Z,Final,Portland,Oregon St,,
401748391,2025-04-08T23:00Z,Final,Florida,Florida St,Condron Family Ballpark,"Gainesville, Florida"
401751148,2025-04-09T01:00Z,Final,UCLA,Long Beach St,Jackie Robinson Stadium,"Los Angeles, California"
401746219,2025-04-08T22:00Z,Final,Georgia Tech,Auburn,Mac Nease Baseball Park,"Atlanta, Georgia"
401746169,2025-04-08T23:00Z,Final,Alabama,Southern Miss,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401748438,2025-04-08T23:00Z,Final,Louisville,Kentucky,Jim Patterson Stadium,"Louisville, Kentucky"
401751898,2025-04-08T22:00Z,Final,Elon,North Carolina,Walter C. Latham Park,"Elon, North Carolina"
401750116,2025-04-08T23:00Z,Final,Vanderbilt,Dayton,Hawkins Field,"Nashville, Tennessee"
401748543,2025-04-08T23:30Z,Final,Oklahoma,Dallas Baptist,Kimrey Family Stadium,"Norman, Oklahoma"
401766625,2025-04-08T22:00Z,Final,UNC Wilmington,Coastal,Brooks Field,"Wilmington, North Carolina"
401750738,2025-04-08T23:00Z,Final,Kansas,Nebraska,Hoglund Ballpark,"Lawrence, Kansas"
401750600,2025-04-09T01:00Z,Final,Arizona,New Mexico St,Hi Corbett Field,"Tucson, Arizona"
401750233,2025-04-08T19:00Z,Final,Boston College,UMass Lowell,Eddie Pellagrini Baseball Diamond,"Brighton, Massachusetts"
401766586,2025-04-08T20:00Z,Final,Maryland,Georgetown,"Shipley Field at Bob ""Turtle"" Smith Stadium","College Park, Maryland"
401751919,2025-04-08T20:00Z,Final,Purdue,Indiana St,Alexander Field,"West Lafayette, Indiana"
401750982,2025-04-08T20:00Z,Final,Michigan,Akron,Ray Fisher Stadium,"Ann Arbor, Michigan"
401750815,2025-04-08T20:00Z,Final,New Mexico,Texas Tech,Santa Ana Star Field,"Albuquerque, New Mexico"
401750624,2025-04-08T20:00Z,Final,Arizona St,CSU Northridge,Phoenix Municipal Stadium,"Phoenix, Arizona"
401750943,2025-04-08T21:00Z,Final,Iowa,Milwaukee,Duane Banks Field,"Iowa City, Iowa"
401750462,2025-04-08T21:30Z,Final,Notre Dame,Northwestern,Frank Eck Baseball Stadium,"Notre Dame, Indiana"
401751130,2025-04-08T22:00Z,Final,Rutgers,Seton Hall,Bainton Field,"Piscataway, New Jersey"
401750926,2025-04-08T22:00Z,Final,Indiana,Ball State,Bart Kaufman Field,"Bloomington, Indiana"
401750904,2025-04-08T22:00Z,Final,Illinois St,Illinois,Duffy Bass Field,"Normal, Illinois"
401750838,2025-04-08T22:00Z,Final,North Florida,UCF,Dusty Rhodes Field at Harmon Stadium,"Jacksonville, Florida"
401750647,2025-04-08T22:00Z,Final,Utah Tech,BYU,Bruce Hurst Field,"St. George, Utah"
401750579,2025-04-08T22:00Z,Final,Wake Forest,UNC Greensboro,David F. Couch Ballpark,"Winston-Salem, North Carolina"
401750420,2025-04-08T22:00Z,Final,East Carolina,NC State,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401750303,2025-04-08T22:00Z,Final,Duke,William & Mary,Jack Coombs Field,"Durham, North Carolina"
401750692,2025-04-08T22:20Z,Final,Cincinnati,Wright St,Prasco Park,"Mason, Ohio"
401750529,2025-04-08T22:30Z,Final,VCU,Virginia,The Diamond,"Richmond, Virginia"
401748598,2025-04-08T22:30Z,Final,South Carolina,SC Upstate,Founders Park,"Columbia, South Carolina"
401751020,2025-04-08T23:00Z,Final,Minnesota,S Dakota St,Siebert Field,"Minneapolis, Minnesota"
401750800,2025-04-08T23:00Z,Final,UT Arlington,TCU,Clay Gould Ballpark,"Arlington, Texas"
401750779,2025-04-08T23:00Z,Final,Oklahoma St,Oral Roberts,O'Brate Stadium,"Stillwater, Oklahoma"
