event_id,event_date,status,home,away,venue,location
401847427,2026-02-14T05:00Z,Scheduled,Mount St Marys,Missouri,E.T. Straw Family Stadium,"Emmitsburg, Maryland"
401853203,2026-02-14T15:00Z,Scheduled,Evansville,Marshall,Mickey Dunn Stadium,"Kennesaw, Georgia"
401848062,2026-02-14T15:30Z,Scheduled,Indiana St,NC State,Estadio Paquito Montaner,Ponce
401848134,2026-02-14T17:00Z,Scheduled,North Carolina,Indiana,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401847667,2026-02-14T17:00Z,Scheduled,Texas Tech,Vanderbilt,Globe Life Field,"Arlington, Texas"
401852025,2026-02-14T17:00Z,Scheduled,UT Martin,Butler,Skyhawk Baseball Field,"Martin, Tennessee"
401848542,2026-02-14T17:00Z,Scheduled,Western KY,BYU,Nick Denes Field,"Bowling Green, Kentucky"
401847986,2026-02-14T18:00Z,Scheduled,Louisville,Michigan St,Jim Patterson Stadium,"Louisville, Kentucky"
401847577,2026-02-14T18:00Z,Scheduled,Tennessee,Nicholls,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401853390,2026-02-14T18:00Z,Scheduled,Southern Miss,Santa Barbara,Pete Taylor Park/Hill Denson Field,"Hattiesburg, Mississippi"
401854302,2026-02-14T18:00Z,Scheduled,Queens,Navy,The Stick Williams Dream Fields,"Charlotte, North Carolina"
401854301,2026-02-14T18:00Z,Scheduled,West Georgia,C Michigan,Cole Field,"Carrollton, Georgia"
401854300,2026-02-14T18:00Z,Scheduled,Jacksonville,Rhode Island,John Sessions Stadium,"Jacksonville, Florida"
401853764,2026-02-14T18:00Z,Scheduled,Louisiana Tech,Hou Christian,J.C. Love Field at Pat Patterson Park,"Ruston, Louisiana"
401853319,2026-02-14T18:00Z,Scheduled,UTSA,S Dakota St,Roadrunner Field,"San Antonio, Texas"
401852637,2026-02-14T18:00Z,Scheduled,Charleston,Rutgers,The Ballpark at Patriots Point,"Mount Pleasant, South Carolina"
401852323,2026-02-14T18:00Z,Scheduled,Purdue,Portland,Constellation Field,"Sugar Land, Texas"
401851118,2026-02-14T18:00Z,Scheduled,St John's,Minnesota,Melching Field at Conrad Park,"DeLand, Florida"
401850067,2026-02-14T18:00Z,Scheduled,UCF,Siena,John Euliano Park,"Orlando, Florida"
401848458,2026-02-14T18:00Z,Scheduled,Virginia,Wagner,Davenport Field at Disharoon Park,"Charlottesville, Virginia"
401848292,2026-02-14T18:00Z,Scheduled,Pitt,W Michigan,Centennial Park,"Port Charlotte, Florida"
401847852,2026-02-14T18:00Z,Scheduled,Duke,Maine,Jack Coombs Field,"Durham, North Carolina"
401853349,2026-02-14T18:05Z,Scheduled,Wichita St,N Colorado,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401847337,2026-02-14T19:00Z,Scheduled,LSU,Milwaukee,"Alex Box Stadium, Skip Bertman Field","Baton Rouge, Louisiana"
401847384,2026-02-14T19:00Z,Scheduled,Mississippi St,Hofstra,Dudy Noble Field,"Starkville, Mississippi"
401847949,2026-02-14T19:00Z,Scheduled,Georgia Tech,Bowling Green,Mac Nease Baseball Park,"Atlanta, Georgia"
401853016,2026-02-14T19:00Z,Scheduled,Coastal,Fairfield,Springs Brooks Stadium,"Conway, South Carolina"
401847250,2026-02-14T19:00Z,Scheduled,Georgia,Wright St,Foley Field,"Athens, Georgia"
401847904,2026-02-14T19:00Z,Scheduled,Florida St,James Madison,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401847296,2026-02-14T19:00Z,Scheduled,UNC Greensboro,Kentucky,UNCG Baseball Stadium,"Greensboro, North Carolina"
401847802,2026-02-14T19:00Z,Scheduled,Clemson,Army,Doug Kingsmore Stadium,"Clemson, South Carolina"
401854132,2026-02-14T19:00Z,Scheduled,UL Monroe,C Arkansas,Lou St. Amant Field,"Monroe, Louisiana"
401853725,2026-02-14T19:00Z,Scheduled,MTSU,Bellarmine,Reese Smith Jr. Field,"Murfreesboro, Tennessee"
401853577,2026-02-14T19:00Z,Scheduled,NC A&T,N Illinois,World War Memorial Stadium,"Greensboro, North Carolina"
401853562,2026-02-14T19:00Z,Scheduled,Mercer,Troy,OrthoGeorgia Park at Claude Smith Field,"Macon, Georgia"
401853273,2026-02-14T19:00Z,Scheduled,Old Dominion,Quinnipiac,Bud Metheny Baseball Stadium,"Norfolk, Virginia"
401852871,2026-02-14T19:00Z,Scheduled,Ball State,St John's,Ball Diamond at First Merchants Ballpark Complex,"Muncie, Indiana"
401851685,2026-02-14T19:00Z,Scheduled,East Carolina,Xavier,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401850996,2026-02-14T19:00Z,Scheduled,Charlotte,San Diego,Robert and Mariam Hayes Stadium,"Charlotte, North Carolina"
401849970,2026-02-14T19:00Z,Scheduled,GA Southern,West Virginia,J. I. Clements Stadium,"Statesboro, Georgia"
401847542,2026-02-14T19:00Z,Scheduled,South Carolina,N Kentucky,Founders Park,"Columbia, South Carolina"
401852111,2026-02-14T19:05Z,Scheduled,Oregon,George Mason,PK Park,"Eugene, Oregon"
401847508,2026-02-14T19:30Z,Scheduled,Ole Miss,Nevada,Oxford-University Stadium at Swayze Field,"Oxford, Mississippi"
401847610,2026-02-14T20:00Z,Scheduled,Texas,UC Davis,UFCU Disch-Falk Field,"Austin, Texas"
401847640,2026-02-14T20:00Z,Scheduled,Texas A&M,Tennessee Tech,Olsen Field at Blue Bell Park,"College Station, Texas"
401854303,2026-02-14T20:00Z,Scheduled,Lipscomb,Dayton,Ken Dugan Field at Stephen Lee Marsh Stadium,"Nashville, Tennessee"
401854267,2026-02-14T20:00Z,Scheduled,North Alabama,SIUE,Mike D. Lane Field,"Florence, Alabama"
401853579,2026-02-14T20:00Z,Scheduled,McNeese,Sam Houston,Joe Miller Ballpark,"Lake Charles, Louisiana"
401853433,2026-02-14T20:00Z,Scheduled,Campbell,Cal Poly,Jim Perry Stadium,"Buies Creek, North Carolina"
401853317,2026-02-14T20:00Z,Scheduled,South Alabama,SC Upstate,Stanky Field,"Mobile, Alabama"
401853169,2026-02-14T20:00Z,Scheduled,Louisiana,Missouri St,"M.L. ""Tigue"" Moore Field at Russo Park","Lafayette, Louisiana"
401853096,2026-02-14T20:00Z,Scheduled,Georgia St,New Orleans,GSU Baseball Complex,"Decatur, Georgia"
401852902,2026-02-14T20:00Z,Scheduled,Arkansas St,Stony Brook,Tomlinson Stadium–Kell Field,"Jonesboro, Arkansas"
401852821,2026-02-14T20:00Z,Scheduled,App State,Canisius,Beaver Field at Jim and Bettie Smith Stadium,"Boone, North Carolina"
401852692,2026-02-14T20:00Z,Scheduled,Winthrop,Georgetown,The Winthrop Ballpark,"Rock Hill, South Carolina"
401852147,2026-02-14T20:00Z,Scheduled,Penn State,Grand Canyon,Salt River Fields at Talking Stick,"Scottsdale, Arizona"
401852026,2026-02-14T20:00Z,Scheduled,UT Martin,Butler,Skyhawk Baseball Field,"Martin, Tennessee"
401848489,2026-02-14T20:00Z,Scheduled,Baylor,New Mexico St,Magnolia Field at Baylor Ballpark,"Waco, Texas"
401847023,2026-02-14T20:00Z,Scheduled,Alabama,Washington St,Sewell-Thomas Stadium,"Tuscaloosa, Alabama"
401854304,2026-02-14T20:05Z,Scheduled,North Florida,Sacred Heart,Dusty Rhodes Field at Harmon Stadium,"Jacksonville, Florida"
401853830,2026-02-14T20:05Z,Scheduled,UNLV,Austin Peay,Earl E. Wilson Stadium,"Paradise Valley, Nevada"
401851889,2026-02-14T20:05Z,Scheduled,Memphis,Toledo,FedExPark Avron Fogelman Field,"Memphis, Tennessee"
401848407,2026-02-14T20:05Z,Scheduled,Arizona St,Omaha,Phoenix Municipal Stadium,"Phoenix, Arizona"
401853538,2026-02-14T20:30Z,Scheduled,Texas St,Niagara,Bobcat Ballpark (TX),"San Marcos, Texas"
401848357,2026-02-14T21:00Z,Scheduled,Oregon St,Arizona,Surprise Stadium,"Surprise, Arizona"
401854305,2026-02-14T21:00Z,Scheduled,West Georgia,C Michigan,Cole Field,"Carrollton, Georgia"
401853796,2026-02-14T21:00Z,Scheduled,The Citadel,Liberty,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401853765,2026-02-14T21:00Z,Scheduled,Louisiana Tech,Hou Christian,J.C. Love Field at Pat Patterson Park,"Ruston, Louisiana"
401853495,2026-02-14T21:00Z,Scheduled,Western KY,BYU,Nick Denes Field,"Bowling Green, Kentucky"
401853204,2026-02-14T21:00Z,Scheduled,Kennesaw St,Marshall,Mickey Dunn Stadium,"Kennesaw, Georgia"
401848102,2026-02-14T21:00Z,Scheduled,FAU,Notre Dame,FAU Baseball Stadium,"Boca Raton, Florida"
401847472,2026-02-14T21:00Z,Scheduled,Oklahoma St,Oklahoma,Globe Life Field,"Arlington, Texas"
401852638,2026-02-14T21:30Z,Scheduled,Charleston,Rutgers,The Ballpark at Patriots Point,"Mount Pleasant, South Carolina"
401852667,2026-02-14T22:00Z,Scheduled,UCLA,UC San Diego,Jackie Robinson Stadium,"Los Angeles, California"
401854306,2026-02-14T22:00Z,Scheduled,FGCU,N Dakota St,Swanson Stadium,"Fort Myers, Florida"
401853350,2026-02-14T22:00Z,Scheduled,Wichita St,N Colorado,Eck Stadium Home of Tyler Field,"Wichita, Kansas"
401852325,2026-02-14T22:00Z,Scheduled,Purdue,Portland,Constellation Field,"Sugar Land, Texas"
401851992,2026-02-14T22:05Z,Scheduled,Rice,Northwestern,Reckling Park,"Houston, Texas"
401854133,2026-02-14T22:30Z,Scheduled,UL Monroe,C Arkansas,Lou St. Amant Field,"Monroe, Louisiana"
401852145,2026-02-14T22:30Z,Scheduled,Oregon,George Mason,PK Park,"Eugene, Oregon"
401847202,2026-02-14T23:00Z,Scheduled,Florida,UAB,Condron Family Ballpark,"Gainesville, Florida"
401848028,2026-02-14T23:00Z,Scheduled,Miami,Lehigh,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401854307,2026-02-14T23:00Z,Scheduled,Stetson,Ball State,Melching Field at Conrad Park,"DeLand, Florida"
401851941,2026-02-14T23:00Z,Scheduled,LMU,Tulane,Page Stadium,"Los Angeles, California"
401850970,2026-02-14T23:00Z,Scheduled,UNC Wilmington,Maryland,Brooks Field,"Wilmington, North Carolina"
401850002,2026-02-14T23:00Z,Scheduled,Fresno St,Utah,Pete Beiden Field at Bob Bennett Stadium,"Fresno, California"
401853831,2026-02-14T23:05Z,Scheduled,UNLV,Austin Peay,Earl E. Wilson Stadium,"Paradise Valley, Nevada"
401847749,2026-02-14T23:05Z,Scheduled,California,Santa Clara,Stu Gordon Stadium,"Berkeley, California"
401854216,2026-02-15T00:00Z,Scheduled,Alabama St,E Kentucky,Wheeler–Watkins Baseball Complex,"Montgomery, Alabama"
401847155,2026-02-15T05:00Z,Scheduled,Auburn,Youngstown St,Plainsman Park,"Auburn, Alabama"
401853097,2026-02-15T05:00Z,Scheduled,Georgia St,New Orleans,GSU Baseball Complex,"Decatur, Georgia"
401852988,2026-02-15T05:00Z,Scheduled,FIU,Villanova,FIU Baseball Stadium,"Miami, Florida"
401852737,2026-02-15T05:00Z,Scheduled,USC,Pepperdine,Great Park,"Irvine, California"
401852244,2026-02-15T05:00Z,Scheduled,Saint Mary's,Creighton,Louis Guisto Field,"Moraga, California"
401850141,2026-02-15T05:00Z,Scheduled,South Florida,Illinois,USF Baseball Stadium,"Tampa, Florida"
401848610,2026-02-15T05:00Z,Scheduled,Jax State,Cincinnati,Rudy Abbott Field at Jim Case Stadium,"Jacksonville, Alabama"
401848583,2026-02-15T05:00Z,Scheduled,Virginia Tech,William & Mary,English Field at Atlantic Union Bank Park,"Blacksburg, Virginia"
401847428,2026-02-15T05:00Z,Scheduled,Mount St Marys,Missouri,E.T. Straw Family Stadium,"Emmitsburg, Maryland"
401851119,2026-02-15T15:00Z,Scheduled,Ball State,Minnesota,Melching Field at Conrad Park,"DeLand, Florida"
401848668,2026-02-15T15:30Z,Scheduled,Manhattan,Houston,Van Cortlandt Park,"Bronx, New York"
401853205,2026-02-15T16:00Z,Scheduled,Kennesaw St,Marshall,Mickey Dunn Stadium,"Kennesaw, Georgia"
401847668,2026-02-15T16:30Z,Scheduled,Oklahoma St,Vanderbilt,Globe Life Field,"Arlington, Texas"
401848063,2026-02-15T17:00Z,Scheduled,Seton Hall,NC State,Parque Yldefonso Sola Morales,Caguas
401847803,2026-02-15T17:00Z,Scheduled,Clemson,Army,Doug Kingsmore Stadium,"Clemson, South Carolina"
401854308,2026-02-15T17:00Z,Scheduled,Queens,Navy,The Stick Williams Dream Fields,"Charlotte, North Carolina"
401853658,2026-02-15T17:00Z,Scheduled,NC A&T,N Illinois,World War Memorial Stadium,"Greensboro, North Carolina"
401852639,2026-02-15T17:00Z,Scheduled,Charleston,Rutgers,The Ballpark at Patriots Point,"Mount Pleasant, South Carolina"
401852072,2026-02-15T17:00Z,Scheduled,Saint Louis,Ohio State,Blue Wahoos Stadium,"Pensacola, Florida"
401848293,2026-02-15T17:00Z,Scheduled,Pitt,W Michigan,Centennial Park,"Port Charlotte, Florida"
401848103,2026-02-15T17:00Z,Scheduled,FAU,Notre Dame,FAU Baseball Stadium,"Boca Raton, Florida"
401851686,2026-02-15T17:30Z,Scheduled,East Carolina,Xavier,Lewis Field at Clark-LeClair Stadium,"Greenville, North Carolina"
401847950,2026-02-15T18:00Z,Scheduled,Georgia Tech,Bowling Green,Mac Nease Baseball Park,"Atlanta, Georgia"
401853017,2026-02-15T18:00Z,Scheduled,Coastal,Fairfield,Springs Brooks Stadium,"Conway, South Carolina"
401847987,2026-02-15T18:00Z,Scheduled,Louisville,Michigan St,Jim Patterson Stadium,"Louisville, Kentucky"
401848135,2026-02-15T18:00Z,Scheduled,North Carolina,Indiana,Bryson Field at Boshamer Stadium,"Chapel Hill, North Carolina"
401847203,2026-02-15T18:00Z,Scheduled,Florida,UAB,Condron Family Ballpark,"Gainesville, Florida"
401847578,2026-02-15T18:00Z,Scheduled,Tennessee,Nicholls,Lindsey Nelson Stadium,"Knoxville, Tennessee"
401847251,2026-02-15T18:00Z,Scheduled,Georgia,Wright St,Foley Field,"Athens, Georgia"
401847905,2026-02-15T18:00Z,Scheduled,Florida St,James Madison,Mike Martin Field at Dick Howser Stadium,"Tallahassee, Florida"
401847297,2026-02-15T18:00Z,Scheduled,UNC Greensboro,Kentucky,UNCG Baseball Stadium,"Greensboro, North Carolina"
401848029,2026-02-15T18:00Z,Scheduled,Miami,Lehigh,Alex Rodriguez Park at Mark Light Field,"Coral Gables, Florida"
401847641,2026-02-15T18:00Z,Scheduled,Texas A&M,Tennessee Tech,Olsen Field at Blue Bell Park,"College Station, Texas"
401854312,2026-02-15T18:00Z,Scheduled,FGCU,N Dakota St,Swanson Stadium,"Fort Myers, Florida"
401854311,2026-02-15T18:00Z,Scheduled,Jacksonville,Rhode Island,John Sessions Stadium,"Jacksonville, Florida"
401854310,2026-02-15T18:00Z,Scheduled,West Georgia,C Michigan,Cole Field,"Carrollton, Georgia"
401854217,2026-02-15T18:00Z,Scheduled,Alabama St,E Kentucky,Wheeler–Watkins Baseball Complex,"Montgomery, Alabama"
401853797,2026-02-15T18:00Z,Scheduled,The Citadel,Liberty,"Joseph P. Riley, Jr. Park","Charleston, South Carolina"
401853563,2026-02-15T18:00Z,Scheduled,Mercer,Troy,OrthoGeorgia Park at Claude Smith Field,"Macon, Georgia"
401853434,2026-02-15T18:00Z,Scheduled,Campbell,Cal Poly,Jim Perry Stadium,"Buies Creek, North Carolina"
